"filename", "language", "YAML", "TypeScript", "Handlebars", "JSON with Comments", "JavaScript", "JSON", "Docker", "Markdown", "TypeScript JSX", "XML", "MS SQL", "CSS", "Ignore", "comment", "blank", "total"
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/editor/ui/editor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 9, 40
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/editor/ui/prose-editor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 5, 14
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/export/export.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 19, 144
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/export/index.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/export/lib/composer/base-composer.ts", "TypeScript", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 32
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/export/lib/composer/composer.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/export/lib/composer/markdown-composer.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 21
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/export/lib/composer/plain-text-composer.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/export/lib/index.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/header/go-back.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 8, 28
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/header/toggle-sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 8, 29
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/search-menu/api/index.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/search-menu/search-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 193, 0, 0, 0, 0, 0, 37, 230
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/search-menu/ui/search-bar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 3, 28
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/search-menu/ui/search-filters.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 2, 12, 106
